,day,field,timestamp,value
71763,2024-08-27,movement_30_sec,2024-08-27 06:18:30-07:00,2
71764,2024-08-27,movement_30_sec,2024-08-27 06:19:00-07:00,1
71765,2024-08-27,movement_30_sec,2024-08-27 06:19:30-07:00,2
71766,2024-08-27,movement_30_sec,2024-08-27 06:20:00-07:00,1
71767,2024-08-27,movement_30_sec,2024-08-27 06:20:30-07:00,3
71768,2024-08-27,movement_30_sec,2024-08-27 06:21:00-07:00,1
71769,2024-08-27,movement_30_sec,2024-08-27 06:21:30-07:00,2
71770,2024-08-27,movement_30_sec,2024-08-27 06:22:00-07:00,1
71771,2024-08-27,movement_30_sec,2024-08-27 06:22:30-07:00,1
71772,2024-08-27,movement_30_sec,2024-08-27 06:23:00-07:00,1
71773,2024-08-27,movement_30_sec,2024-08-27 06:23:30-07:00,1
71774,2024-08-27,movement_30_sec,2024-08-27 06:24:00-07:00,1
71775,2024-08-27,movement_30_sec,2024-08-27 06:24:30-07:00,1
71776,2024-08-27,movement_30_sec,2024-08-27 06:25:00-07:00,1
71777,2024-08-27,movement_30_sec,2024-08-27 06:25:30-07:00,1
71778,2024-08-27,movement_30_sec,2024-08-27 06:26:00-07:00,1
71779,2024-08-27,movement_30_sec,2024-08-27 06:26:30-07:00,1
71780,2024-08-27,movement_30_sec,2024-08-27 06:27:00-07:00,2
71781,2024-08-27,movement_30_sec,2024-08-27 06:27:30-07:00,2
71782,2024-08-27,movement_30_sec,2024-08-27 06:28:00-07:00,1
71783,2024-08-27,movement_30_sec,2024-08-27 06:28:30-07:00,2
71784,2024-08-27,movement_30_sec,2024-08-27 06:29:00-07:00,1
71785,2024-08-27,movement_30_sec,2024-08-27 06:29:30-07:00,1
71786,2024-08-27,movement_30_sec,2024-08-27 06:30:00-07:00,2
71787,2024-08-27,movement_30_sec,2024-08-27 06:30:30-07:00,2
71788,2024-08-27,movement_30_sec,2024-08-27 06:31:00-07:00,1
71789,2024-08-27,movement_30_sec,2024-08-27 06:31:30-07:00,1
71790,2024-08-27,movement_30_sec,2024-08-27 06:32:00-07:00,1
71791,2024-08-27,movement_30_sec,2024-08-27 06:32:30-07:00,1
71792,2024-08-27,movement_30_sec,2024-08-27 06:33:00-07:00,2
71793,2024-08-27,movement_30_sec,2024-08-27 06:33:30-07:00,1
71794,2024-08-27,movement_30_sec,2024-08-27 06:34:00-07:00,1
71795,2024-08-27,movement_30_sec,2024-08-27 06:34:30-07:00,2
71796,2024-08-27,movement_30_sec,2024-08-27 06:35:00-07:00,1
71797,2024-08-27,movement_30_sec,2024-08-27 06:35:30-07:00,1
71798,2024-08-27,movement_30_sec,2024-08-27 06:36:00-07:00,1
71799,2024-08-27,movement_30_sec,2024-08-27 06:36:30-07:00,1
71800,2024-08-27,movement_30_sec,2024-08-27 06:37:00-07:00,1
71801,2024-08-27,movement_30_sec,2024-08-27 06:37:30-07:00,1
71802,2024-08-27,movement_30_sec,2024-08-27 06:38:00-07:00,1
71803,2024-08-27,movement_30_sec,2024-08-27 06:38:30-07:00,1
71804,2024-08-27,movement_30_sec,2024-08-27 06:39:00-07:00,2
71805,2024-08-27,movement_30_sec,2024-08-27 06:39:30-07:00,3
71806,2024-08-27,movement_30_sec,2024-08-27 06:40:00-07:00,1
71807,2024-08-27,movement_30_sec,2024-08-27 06:40:30-07:00,1
71808,2024-08-27,movement_30_sec,2024-08-27 06:41:00-07:00,1
71809,2024-08-27,movement_30_sec,2024-08-27 06:41:30-07:00,1
71810,2024-08-27,movement_30_sec,2024-08-27 06:42:00-07:00,1
71811,2024-08-27,movement_30_sec,2024-08-27 06:42:30-07:00,1
71812,2024-08-27,movement_30_sec,2024-08-27 06:43:00-07:00,1
71813,2024-08-27,movement_30_sec,2024-08-27 06:43:30-07:00,1
71814,2024-08-27,movement_30_sec,2024-08-27 06:44:00-07:00,2
71815,2024-08-27,movement_30_sec,2024-08-27 06:44:30-07:00,1
71816,2024-08-27,movement_30_sec,2024-08-27 06:45:00-07:00,1
71817,2024-08-27,movement_30_sec,2024-08-27 06:45:30-07:00,1
71818,2024-08-27,movement_30_sec,2024-08-27 06:46:00-07:00,1
71819,2024-08-27,movement_30_sec,2024-08-27 06:46:30-07:00,1
71820,2024-08-27,movement_30_sec,2024-08-27 06:47:00-07:00,1
71821,2024-08-27,movement_30_sec,2024-08-27 06:47:30-07:00,2
71822,2024-08-27,movement_30_sec,2024-08-27 06:48:00-07:00,1
71823,2024-08-27,movement_30_sec,2024-08-27 06:48:30-07:00,1
71824,2024-08-27,movement_30_sec,2024-08-27 06:49:00-07:00,1
71825,2024-08-27,movement_30_sec,2024-08-27 06:49:30-07:00,1
71826,2024-08-27,movement_30_sec,2024-08-27 06:50:00-07:00,1
71827,2024-08-27,movement_30_sec,2024-08-27 06:50:30-07:00,2
71828,2024-08-27,movement_30_sec,2024-08-27 06:51:00-07:00,1
71829,2024-08-27,movement_30_sec,2024-08-27 06:51:30-07:00,2
71830,2024-08-27,movement_30_sec,2024-08-27 06:52:00-07:00,1
71831,2024-08-27,movement_30_sec,2024-08-27 06:52:30-07:00,1
71832,2024-08-27,movement_30_sec,2024-08-27 06:53:00-07:00,1
71833,2024-08-27,movement_30_sec,2024-08-27 06:53:30-07:00,1
71834,2024-08-27,movement_30_sec,2024-08-27 06:54:00-07:00,1
71835,2024-08-27,movement_30_sec,2024-08-27 06:54:30-07:00,1
71836,2024-08-27,movement_30_sec,2024-08-27 06:55:00-07:00,1
71837,2024-08-27,movement_30_sec,2024-08-27 06:55:30-07:00,1
71838,2024-08-27,movement_30_sec,2024-08-27 06:56:00-07:00,1
71839,2024-08-27,movement_30_sec,2024-08-27 06:56:30-07:00,1
71840,2024-08-27,movement_30_sec,2024-08-27 06:57:00-07:00,1
71841,2024-08-27,movement_30_sec,2024-08-27 06:57:30-07:00,1
71842,2024-08-27,movement_30_sec,2024-08-27 06:58:00-07:00,1
71843,2024-08-27,movement_30_sec,2024-08-27 06:58:30-07:00,1
71844,2024-08-27,movement_30_sec,2024-08-27 06:59:00-07:00,1
71845,2024-08-27,movement_30_sec,2024-08-27 06:59:30-07:00,1
71846,2024-08-27,movement_30_sec,2024-08-27 07:00:00-07:00,1
71847,2024-08-27,movement_30_sec,2024-08-27 07:00:30-07:00,1
71848,2024-08-27,movement_30_sec,2024-08-27 07:01:00-07:00,1
71849,2024-08-27,movement_30_sec,2024-08-27 07:01:30-07:00,1
71850,2024-08-27,movement_30_sec,2024-08-27 07:02:00-07:00,1
71851,2024-08-27,movement_30_sec,2024-08-27 07:02:30-07:00,1
71852,2024-08-27,movement_30_sec,2024-08-27 07:03:00-07:00,2
71853,2024-08-27,movement_30_sec,2024-08-27 07:03:30-07:00,1
71854,2024-08-27,movement_30_sec,2024-08-27 07:04:00-07:00,1
71855,2024-08-27,movement_30_sec,2024-08-27 07:04:30-07:00,1
71856,2024-08-27,movement_30_sec,2024-08-27 07:05:00-07:00,2
71857,2024-08-27,movement_30_sec,2024-08-27 07:05:30-07:00,2
71858,2024-08-27,movement_30_sec,2024-08-27 07:06:00-07:00,1
71859,2024-08-27,movement_30_sec,2024-08-27 07:06:30-07:00,1
71860,2024-08-27,movement_30_sec,2024-08-27 07:07:00-07:00,1
71861,2024-08-27,movement_30_sec,2024-08-27 07:07:30-07:00,1
71862,2024-08-27,movement_30_sec,2024-08-27 07:08:00-07:00,1
71863,2024-08-27,movement_30_sec,2024-08-27 07:08:30-07:00,1
71864,2024-08-27,movement_30_sec,2024-08-27 07:09:00-07:00,1
71865,2024-08-27,movement_30_sec,2024-08-27 07:09:30-07:00,1
71866,2024-08-27,movement_30_sec,2024-08-27 07:10:00-07:00,1
71867,2024-08-27,movement_30_sec,2024-08-27 07:10:30-07:00,1
71868,2024-08-27,movement_30_sec,2024-08-27 07:11:00-07:00,1
71869,2024-08-27,movement_30_sec,2024-08-27 07:11:30-07:00,1
71870,2024-08-27,movement_30_sec,2024-08-27 07:12:00-07:00,1
71871,2024-08-27,movement_30_sec,2024-08-27 07:12:30-07:00,1
71872,2024-08-27,movement_30_sec,2024-08-27 07:13:00-07:00,1
71873,2024-08-27,movement_30_sec,2024-08-27 07:13:30-07:00,1
71874,2024-08-27,movement_30_sec,2024-08-27 07:14:00-07:00,1
71875,2024-08-27,movement_30_sec,2024-08-27 07:14:30-07:00,1
71876,2024-08-27,movement_30_sec,2024-08-27 07:15:00-07:00,1
71877,2024-08-27,movement_30_sec,2024-08-27 07:15:30-07:00,1
71878,2024-08-27,movement_30_sec,2024-08-27 07:16:00-07:00,1
71879,2024-08-27,movement_30_sec,2024-08-27 07:16:30-07:00,1
71880,2024-08-27,movement_30_sec,2024-08-27 07:17:00-07:00,2
71881,2024-08-27,movement_30_sec,2024-08-27 07:17:30-07:00,2
71882,2024-08-27,movement_30_sec,2024-08-27 07:18:00-07:00,1
71883,2024-08-27,movement_30_sec,2024-08-27 07:18:30-07:00,1
71884,2024-08-27,movement_30_sec,2024-08-27 07:19:00-07:00,1
71885,2024-08-27,movement_30_sec,2024-08-27 07:19:30-07:00,1
71886,2024-08-27,movement_30_sec,2024-08-27 07:20:00-07:00,1
71887,2024-08-27,movement_30_sec,2024-08-27 07:20:30-07:00,1
71888,2024-08-27,movement_30_sec,2024-08-27 07:21:00-07:00,1
71889,2024-08-27,movement_30_sec,2024-08-27 07:21:30-07:00,1
71890,2024-08-27,movement_30_sec,2024-08-27 07:22:00-07:00,1
71891,2024-08-27,movement_30_sec,2024-08-27 07:22:30-07:00,1
71892,2024-08-27,movement_30_sec,2024-08-27 07:23:00-07:00,1
71893,2024-08-27,movement_30_sec,2024-08-27 07:23:30-07:00,2
71894,2024-08-27,movement_30_sec,2024-08-27 07:24:00-07:00,1
71895,2024-08-27,movement_30_sec,2024-08-27 07:24:30-07:00,1
71896,2024-08-27,movement_30_sec,2024-08-27 07:25:00-07:00,1
71897,2024-08-27,movement_30_sec,2024-08-27 07:25:30-07:00,1
71898,2024-08-27,movement_30_sec,2024-08-27 07:26:00-07:00,2
71899,2024-08-27,movement_30_sec,2024-08-27 07:26:30-07:00,1
71900,2024-08-27,movement_30_sec,2024-08-27 07:27:00-07:00,1
71901,2024-08-27,movement_30_sec,2024-08-27 07:27:30-07:00,1
71902,2024-08-27,movement_30_sec,2024-08-27 07:28:00-07:00,1
71903,2024-08-27,movement_30_sec,2024-08-27 07:28:30-07:00,1
71904,2024-08-27,movement_30_sec,2024-08-27 07:29:00-07:00,1
71905,2024-08-27,movement_30_sec,2024-08-27 07:29:30-07:00,1
71906,2024-08-27,movement_30_sec,2024-08-27 07:30:00-07:00,1
71907,2024-08-27,movement_30_sec,2024-08-27 07:30:30-07:00,1
71908,2024-08-27,movement_30_sec,2024-08-27 07:31:00-07:00,1
71909,2024-08-27,movement_30_sec,2024-08-27 07:31:30-07:00,1
71910,2024-08-27,movement_30_sec,2024-08-27 07:32:00-07:00,1
71911,2024-08-27,movement_30_sec,2024-08-27 07:32:30-07:00,1
71912,2024-08-27,movement_30_sec,2024-08-27 07:33:00-07:00,1
71913,2024-08-27,movement_30_sec,2024-08-27 07:33:30-07:00,1
71914,2024-08-27,movement_30_sec,2024-08-27 07:34:00-07:00,1
71915,2024-08-27,movement_30_sec,2024-08-27 07:34:30-07:00,1
71916,2024-08-27,movement_30_sec,2024-08-27 07:35:00-07:00,1
71917,2024-08-27,movement_30_sec,2024-08-27 07:35:30-07:00,1
71918,2024-08-27,movement_30_sec,2024-08-27 07:36:00-07:00,3
71919,2024-08-27,movement_30_sec,2024-08-27 07:36:30-07:00,1
71920,2024-08-27,movement_30_sec,2024-08-27 07:37:00-07:00,1
71921,2024-08-27,movement_30_sec,2024-08-27 07:37:30-07:00,2
71922,2024-08-27,movement_30_sec,2024-08-27 07:38:00-07:00,1
71923,2024-08-27,movement_30_sec,2024-08-27 07:38:30-07:00,2
71924,2024-08-27,movement_30_sec,2024-08-27 07:39:00-07:00,2
71925,2024-08-27,movement_30_sec,2024-08-27 07:39:30-07:00,1
71926,2024-08-27,movement_30_sec,2024-08-27 07:40:00-07:00,1
71927,2024-08-27,movement_30_sec,2024-08-27 07:40:30-07:00,1
71928,2024-08-27,movement_30_sec,2024-08-27 07:41:00-07:00,1
71929,2024-08-27,movement_30_sec,2024-08-27 07:41:30-07:00,1
71930,2024-08-27,movement_30_sec,2024-08-27 07:42:00-07:00,2
71931,2024-08-27,movement_30_sec,2024-08-27 07:42:30-07:00,1
71932,2024-08-27,movement_30_sec,2024-08-27 07:43:00-07:00,1
71933,2024-08-27,movement_30_sec,2024-08-27 07:43:30-07:00,1
71934,2024-08-27,movement_30_sec,2024-08-27 07:44:00-07:00,1
71935,2024-08-27,movement_30_sec,2024-08-27 07:44:30-07:00,1
71936,2024-08-27,movement_30_sec,2024-08-27 07:45:00-07:00,1
71937,2024-08-27,movement_30_sec,2024-08-27 07:45:30-07:00,1
71938,2024-08-27,movement_30_sec,2024-08-27 07:46:00-07:00,1
71939,2024-08-27,movement_30_sec,2024-08-27 07:46:30-07:00,1
71940,2024-08-27,movement_30_sec,2024-08-27 07:47:00-07:00,1
71941,2024-08-27,movement_30_sec,2024-08-27 07:47:30-07:00,3
71942,2024-08-27,movement_30_sec,2024-08-27 07:48:00-07:00,1
71943,2024-08-27,movement_30_sec,2024-08-27 07:48:30-07:00,1
71944,2024-08-27,movement_30_sec,2024-08-27 07:49:00-07:00,1
71945,2024-08-27,movement_30_sec,2024-08-27 07:49:30-07:00,1
71946,2024-08-27,movement_30_sec,2024-08-27 07:50:00-07:00,3
71947,2024-08-27,movement_30_sec,2024-08-27 07:50:30-07:00,2
71948,2024-08-27,movement_30_sec,2024-08-27 07:51:00-07:00,2
71949,2024-08-27,movement_30_sec,2024-08-27 07:51:30-07:00,1
71950,2024-08-27,movement_30_sec,2024-08-27 07:52:00-07:00,2
71951,2024-08-27,movement_30_sec,2024-08-27 07:52:30-07:00,2
71952,2024-08-27,movement_30_sec,2024-08-27 07:53:00-07:00,2
71953,2024-08-27,movement_30_sec,2024-08-27 07:53:30-07:00,2
71954,2024-08-27,movement_30_sec,2024-08-27 07:54:00-07:00,2
71955,2024-08-27,movement_30_sec,2024-08-27 07:54:30-07:00,2
71956,2024-08-27,movement_30_sec,2024-08-27 07:55:00-07:00,1
71957,2024-08-27,movement_30_sec,2024-08-27 07:55:30-07:00,1
71958,2024-08-27,movement_30_sec,2024-08-27 07:56:00-07:00,2
71959,2024-08-27,movement_30_sec,2024-08-27 07:56:30-07:00,1
71960,2024-08-27,movement_30_sec,2024-08-27 07:57:00-07:00,1
71961,2024-08-27,movement_30_sec,2024-08-27 07:57:30-07:00,3
71962,2024-08-27,movement_30_sec,2024-08-27 07:58:00-07:00,1
71963,2024-08-27,movement_30_sec,2024-08-27 07:58:30-07:00,1
71964,2024-08-27,movement_30_sec,2024-08-27 07:59:00-07:00,1
71965,2024-08-27,movement_30_sec,2024-08-27 07:59:30-07:00,1
71966,2024-08-27,movement_30_sec,2024-08-27 08:00:00-07:00,2
71967,2024-08-27,movement_30_sec,2024-08-27 08:00:30-07:00,1
71968,2024-08-27,movement_30_sec,2024-08-27 08:01:00-07:00,3
71969,2024-08-27,movement_30_sec,2024-08-27 08:01:30-07:00,2
71970,2024-08-27,movement_30_sec,2024-08-27 08:02:00-07:00,2
71971,2024-08-27,movement_30_sec,2024-08-27 08:02:30-07:00,1
71972,2024-08-27,sleep_phase_5_min,2024-08-26 23:52:30-07:00,4
71973,2024-08-27,sleep_phase_5_min,2024-08-26 23:53:00-07:00,4
71974,2024-08-27,sleep_phase_5_min,2024-08-26 23:53:30-07:00,4
71975,2024-08-27,sleep_phase_5_min,2024-08-26 23:54:00-07:00,4
71976,2024-08-27,sleep_phase_5_min,2024-08-26 23:54:30-07:00,4
71977,2024-08-27,sleep_phase_5_min,2024-08-26 23:55:00-07:00,4
71978,2024-08-27,sleep_phase_5_min,2024-08-26 23:55:30-07:00,2
71979,2024-08-27,sleep_phase_5_min,2024-08-26 23:56:00-07:00,2
71980,2024-08-27,sleep_phase_5_min,2024-08-26 23:56:30-07:00,2
71981,2024-08-27,sleep_phase_5_min,2024-08-26 23:57:00-07:00,2
71982,2024-08-27,sleep_phase_5_min,2024-08-26 23:57:30-07:00,1
71983,2024-08-27,sleep_phase_5_min,2024-08-26 23:58:00-07:00,1
71984,2024-08-27,sleep_phase_5_min,2024-08-26 23:58:30-07:00,1
71985,2024-08-27,sleep_phase_5_min,2024-08-26 23:59:00-07:00,1
71986,2024-08-27,sleep_phase_5_min,2024-08-26 23:59:30-07:00,1
71987,2024-08-27,sleep_phase_5_min,2024-08-27 00:00:00-07:00,1
71988,2024-08-27,sleep_phase_5_min,2024-08-27 00:00:30-07:00,1
71989,2024-08-27,sleep_phase_5_min,2024-08-27 00:01:00-07:00,1
71990,2024-08-27,sleep_phase_5_min,2024-08-27 00:01:30-07:00,2
71991,2024-08-27,sleep_phase_5_min,2024-08-27 00:02:00-07:00,2
71992,2024-08-27,sleep_phase_5_min,2024-08-27 00:02:30-07:00,2
71993,2024-08-27,sleep_phase_5_min,2024-08-27 00:03:00-07:00,2
71994,2024-08-27,sleep_phase_5_min,2024-08-27 00:03:30-07:00,2
71995,2024-08-27,sleep_phase_5_min,2024-08-27 00:04:00-07:00,2
71996,2024-08-27,sleep_phase_5_min,2024-08-27 00:04:30-07:00,2
71997,2024-08-27,sleep_phase_5_min,2024-08-27 00:05:00-07:00,2
71998,2024-08-27,sleep_phase_5_min,2024-08-27 00:05:30-07:00,1
71999,2024-08-27,sleep_phase_5_min,2024-08-27 00:06:00-07:00,1
72000,2024-08-27,sleep_phase_5_min,2024-08-27 00:06:30-07:00,2
72001,2024-08-27,sleep_phase_5_min,2024-08-27 00:07:00-07:00,2
72002,2024-08-27,sleep_phase_5_min,2024-08-27 00:07:30-07:00,1
72003,2024-08-27,sleep_phase_5_min,2024-08-27 00:08:00-07:00,1
72004,2024-08-27,sleep_phase_5_min,2024-08-27 00:08:30-07:00,1
72005,2024-08-27,sleep_phase_5_min,2024-08-27 00:09:00-07:00,1
72006,2024-08-27,sleep_phase_5_min,2024-08-27 00:09:30-07:00,1
72007,2024-08-27,sleep_phase_5_min,2024-08-27 00:10:00-07:00,1
72008,2024-08-27,sleep_phase_5_min,2024-08-27 00:10:30-07:00,2
72009,2024-08-27,sleep_phase_5_min,2024-08-27 00:11:00-07:00,2
72010,2024-08-27,sleep_phase_5_min,2024-08-27 00:11:30-07:00,3
72011,2024-08-27,sleep_phase_5_min,2024-08-27 00:12:00-07:00,4
72012,2024-08-27,sleep_phase_5_min,2024-08-27 00:12:30-07:00,2
72013,2024-08-27,sleep_phase_5_min,2024-08-27 00:13:00-07:00,2
72014,2024-08-27,sleep_phase_5_min,2024-08-27 00:13:30-07:00,2
72015,2024-08-27,sleep_phase_5_min,2024-08-27 00:14:00-07:00,2
72016,2024-08-27,sleep_phase_5_min,2024-08-27 00:14:30-07:00,3
72017,2024-08-27,sleep_phase_5_min,2024-08-27 00:15:00-07:00,4
72018,2024-08-27,sleep_phase_5_min,2024-08-27 00:15:30-07:00,4
72019,2024-08-27,sleep_phase_5_min,2024-08-27 00:16:00-07:00,4
72020,2024-08-27,sleep_phase_5_min,2024-08-27 00:16:30-07:00,2
72021,2024-08-27,sleep_phase_5_min,2024-08-27 00:17:00-07:00,2
72022,2024-08-27,sleep_phase_5_min,2024-08-27 00:17:30-07:00,4
72023,2024-08-27,sleep_phase_5_min,2024-08-27 00:18:00-07:00,2
72024,2024-08-27,sleep_phase_5_min,2024-08-27 00:18:30-07:00,2
72025,2024-08-27,sleep_phase_5_min,2024-08-27 00:19:00-07:00,1
72026,2024-08-27,sleep_phase_5_min,2024-08-27 00:19:30-07:00,1
72027,2024-08-27,sleep_phase_5_min,2024-08-27 00:20:00-07:00,1
72028,2024-08-27,sleep_phase_5_min,2024-08-27 00:20:30-07:00,1
72029,2024-08-27,sleep_phase_5_min,2024-08-27 00:21:00-07:00,1
72030,2024-08-27,sleep_phase_5_min,2024-08-27 00:21:30-07:00,1
72031,2024-08-27,sleep_phase_5_min,2024-08-27 00:22:00-07:00,1
72032,2024-08-27,sleep_phase_5_min,2024-08-27 00:22:30-07:00,1
72033,2024-08-27,sleep_phase_5_min,2024-08-27 00:23:00-07:00,1
72034,2024-08-27,sleep_phase_5_min,2024-08-27 00:23:30-07:00,3
72035,2024-08-27,sleep_phase_5_min,2024-08-27 00:24:00-07:00,3
72036,2024-08-27,sleep_phase_5_min,2024-08-27 00:24:30-07:00,3
72037,2024-08-27,sleep_phase_5_min,2024-08-27 00:25:00-07:00,3
72038,2024-08-27,sleep_phase_5_min,2024-08-27 00:25:30-07:00,2
72039,2024-08-27,sleep_phase_5_min,2024-08-27 00:26:00-07:00,2
72040,2024-08-27,sleep_phase_5_min,2024-08-27 00:26:30-07:00,2
72041,2024-08-27,sleep_phase_5_min,2024-08-27 00:27:00-07:00,4
72042,2024-08-27,sleep_phase_5_min,2024-08-27 00:27:30-07:00,3
72043,2024-08-27,sleep_phase_5_min,2024-08-27 00:28:00-07:00,3
72044,2024-08-27,sleep_phase_5_min,2024-08-27 00:28:30-07:00,3
72045,2024-08-27,sleep_phase_5_min,2024-08-27 00:29:00-07:00,4
72046,2024-08-27,sleep_phase_5_min,2024-08-27 00:29:30-07:00,3
72047,2024-08-27,sleep_phase_5_min,2024-08-27 00:30:00-07:00,3
72048,2024-08-27,sleep_phase_5_min,2024-08-27 00:30:30-07:00,3
72049,2024-08-27,sleep_phase_5_min,2024-08-27 00:31:00-07:00,3
72050,2024-08-27,sleep_phase_5_min,2024-08-27 00:31:30-07:00,3
72051,2024-08-27,sleep_phase_5_min,2024-08-27 00:32:00-07:00,4
72052,2024-08-27,sleep_phase_5_min,2024-08-27 00:32:30-07:00,2
72053,2024-08-27,sleep_phase_5_min,2024-08-27 00:33:00-07:00,3
72054,2024-08-27,sleep_phase_5_min,2024-08-27 00:33:30-07:00,3
72055,2024-08-27,sleep_phase_5_min,2024-08-27 00:34:00-07:00,2
72056,2024-08-27,sleep_phase_5_min,2024-08-27 00:34:30-07:00,2
72057,2024-08-27,sleep_phase_5_min,2024-08-27 00:35:00-07:00,2
72058,2024-08-27,sleep_phase_5_min,2024-08-27 00:35:30-07:00,2
72059,2024-08-27,sleep_phase_5_min,2024-08-27 00:36:00-07:00,2
72060,2024-08-27,sleep_phase_5_min,2024-08-27 00:36:30-07:00,2
72061,2024-08-27,sleep_phase_5_min,2024-08-27 00:37:00-07:00,2
72062,2024-08-27,sleep_phase_5_min,2024-08-27 00:37:30-07:00,2
72063,2024-08-27,sleep_phase_5_min,2024-08-27 00:38:00-07:00,3
72064,2024-08-27,sleep_phase_5_min,2024-08-27 00:38:30-07:00,3
72065,2024-08-27,sleep_phase_5_min,2024-08-27 00:39:00-07:00,4
72066,2024-08-27,sleep_phase_5_min,2024-08-27 00:39:30-07:00,2
72067,2024-08-27,sleep_phase_5_min,2024-08-27 00:40:00-07:00,4
72068,2024-08-27,sleep_phase_5_min,2024-08-27 00:40:30-07:00,4
72069,2024-08-27,sleep_phase_5_min,2024-08-27 00:41:00-07:00,4
72070,2024-08-28,hrv,2024-08-27 23:33:32-07:00,33.0
72071,2024-08-28,hrv,2024-08-27 23:38:32-07:00,45.0
72072,2024-08-28,hrv,2024-08-27 23:43:32-07:00,41.0
72073,2024-08-28,hrv,2024-08-27 23:48:32-07:00,52.0
72074,2024-08-28,hrv,2024-08-27 23:53:32-07:00,58.0
72075,2024-08-28,hrv,2024-08-27 23:58:32-07:00,57.0
72076,2024-08-28,hrv,2024-08-28 00:03:32-07:00,39.0
72077,2024-08-28,hrv,2024-08-28 00:08:32-07:00,34.0
72078,2024-08-28,hrv,2024-08-28 00:13:32-07:00,63.0
72079,2024-08-28,hrv,2024-08-28 00:18:32-07:00,43.0
72080,2024-08-28,hrv,2024-08-28 00:23:32-07:00,43.0
72081,2024-08-28,hrv,2024-08-28 00:28:32-07:00,51.0
72082,2024-08-28,hrv,2024-08-28 00:33:32-07:00,45.0
72083,2024-08-28,hrv,2024-08-28 00:38:32-07:00,54.0
72084,2024-08-28,hrv,2024-08-28 00:43:32-07:00,56.0
72085,2024-08-28,hrv,2024-08-28 00:48:32-07:00,63.0
72086,2024-08-28,hrv,2024-08-28 00:53:32-07:00,38.0
72087,2024-08-28,hrv,2024-08-28 00:58:32-07:00,43.0
72088,2024-08-28,hrv,2024-08-28 01:03:32-07:00,38.0
72089,2024-08-28,hrv,2024-08-28 01:08:32-07:00,65.0
72090,2024-08-28,hrv,2024-08-28 01:13:32-07:00,49.0
72091,2024-08-28,hrv,2024-08-28 01:18:32-07:00,39.0
72092,2024-08-28,hrv,2024-08-28 01:23:32-07:00,42.0
72093,2024-08-28,hrv,2024-08-28 01:28:32-07:00,59.0
72094,2024-08-28,hrv,2024-08-28 01:33:32-07:00,52.0
72095,2024-08-28,hrv,2024-08-28 01:38:32-07:00,49.0
72096,2024-08-28,hrv,2024-08-28 01:43:32-07:00,51.0
72097,2024-08-28,hrv,2024-08-28 01:48:32-07:00,47.0
72098,2024-08-28,hrv,2024-08-28 01:53:32-07:00,45.0
72099,2024-08-28,hrv,2024-08-28 01:58:32-07:00,52.0
72100,2024-08-28,hrv,2024-08-28 02:03:32-07:00,60.0
72101,2024-08-28,hrv,2024-08-28 02:08:32-07:00,43.0
72102,2024-08-28,hrv,2024-08-28 02:13:32-07:00,41.0
72103,2024-08-28,hrv,2024-08-28 02:18:32-07:00,43.0
72104,2024-08-28,hrv,2024-08-28 02:28:32-07:00,55.0
72105,2024-08-28,hrv,2024-08-28 02:33:32-07:00,52.0
72106,2024-08-28,hrv,2024-08-28 02:38:32-07:00,64.0
72107,2024-08-28,hrv,2024-08-28 02:43:32-07:00,59.0
72108,2024-08-28,hrv,2024-08-28 02:48:32-07:00,68.0
72109,2024-08-28,hrv,2024-08-28 02:53:32-07:00,55.0
72110,2024-08-28,hrv,2024-08-28 02:58:32-07:00,53.0
72111,2024-08-28,hrv,2024-08-28 03:03:32-07:00,56.0
72112,2024-08-28,hrv,2024-08-28 03:08:32-07:00,72.0
72113,2024-08-28,hrv,2024-08-28 03:13:32-07:00,46.0
72114,2024-08-28,hrv,2024-08-28 03:18:32-07:00,66.0
72115,2024-08-28,hrv,2024-08-28 03:23:32-07:00,55.0
72116,2024-08-28,hrv,2024-08-28 03:28:32-07:00,52.0
72117,2024-08-28,hrv,2024-08-28 03:33:32-07:00,65.0
72118,2024-08-28,hrv,2024-08-28 03:38:32-07:00,67.0
72119,2024-08-28,hrv,2024-08-28 03:43:32-07:00,40.0
72120,2024-08-28,hrv,2024-08-28 03:48:32-07:00,52.0
72121,2024-08-28,hrv,2024-08-28 03:53:32-07:00,54.0
72122,2024-08-28,hrv,2024-08-28 03:58:32-07:00,50.0
72123,2024-08-28,hrv,2024-08-28 04:03:32-07:00,56.0
72124,2024-08-28,hrv,2024-08-28 04:08:32-07:00,48.0
72125,2024-08-28,hrv,2024-08-28 04:13:32-07:00,39.0
72126,2024-08-28,hrv,2024-08-28 04:18:32-07:00,55.0
72127,2024-08-28,hrv,2024-08-28 04:23:32-07:00,46.0
72128,2024-08-28,hrv,2024-08-28 04:28:32-07:00,47.0
72129,2024-08-28,hrv,2024-08-28 04:33:32-07:00,51.0
72130,2024-08-28,hrv,2024-08-28 04:38:32-07:00,44.0
72131,2024-08-28,hrv,2024-08-28 04:43:32-07:00,52.0
72132,2024-08-28,hrv,2024-08-28 04:48:32-07:00,51.0
72133,2024-08-28,hrv,2024-08-28 04:53:32-07:00,42.0
72134,2024-08-28,hrv,2024-08-28 05:03:32-07:00,70.0
72135,2024-08-28,hrv,2024-08-28 05:08:32-07:00,49.0
